618,39.53093599N,116.28921646E,17.9649
619,39.53093951N,116.28920161E,17.9778
620,39.53094106N,116.28918796E,17.9927
621,39.53093957N,116.28917301E,18.0356
622,39.53093453N,116.28916047E,18.0239
623,39.53092764N,116.28914904E,17.9734
624,39.53092034N,116.28914007E,18.0080
625,39.53091263N,116.28912937E,17.9588
626,39.53090554N,116.28911915E,17.9583
627,39.53089962N,116.28910935E,17.9222
628,39.53089589N,116.28909700E,17.9813
629,39.53089448N,116.28908456E,17.9931
630,39.53089337N,116.28907102E,17.9787
631,39.53089183N,116.28905651E,17.8933
632,39.53088995N,116.28904110E,17.8938
633,39.53088861N,116.28902659E,17.9655
634,39.53088835N,116.28901040E,17.9256
635,39.53088763N,116.28899494E,17.9440
636,39.53088796N,116.28898049E,17.9633
637,39.53088972N,116.28895276E,17.9220
638,39.53089333N,116.28894175E,17.9777
639,39.53089975N,116.28893412E,17.9884
640,39.53090873N,116.28892867E,17.9737
641,39.53091605N,116.28891964E,17.9419
642,39.53091881N,116.28890752E,17.9423
643,39.53091789N,116.28889571E,17.9728
644,39.53091837N,116.28888448E,17.9393
645,39.53092196N,116.28887328E,18.0044
646,39.53092633N,116.28886123E,17.9767
647,39.53093128N,116.28884950E,18.0504
648,39.53093226N,116.28883568E,17.9760
649,39.53092678N,116.28882401E,17.9824
650,39.53091629N,116.28881536E,17.9974
651,39.53090570N,116.28880923E,18.0112
652,39.53089663N,116.28880320E,17.9808
653,39.53089088N,116.28879188E,17.9683
654,39.53088644N,116.28877857E,17.9668
655,39.53088006N,116.28876617E,17.9947
656,39.53087277N,116.28875596E,18.1106
657,39.53086874N,116.28874243E,18.1073
658,39.53086610N,116.28873001E,18.0211
659,39.53086441N,116.28871655E,17.9758
660,39.53086258N,116.28870307E,17.9196
661,39.53086255N,116.28868918E,17.8938
662,39.53086148N,116.28866402E,17.9243
663,39.53086269N,116.28865168E,17.9554
664,39.53086438N,116.28864081E,17.9273
665,39.53086587N,116.28862701E,17.8834
666,39.53086579N,116.28861228E,17.8584
